DEPARTAMENTO,PROVINCIA,SEXO,rango_edad,mes_fallecimiento,cantidad_fallecidos,nivel_intensidad
AYACUCHO,HUAMANGA,FEMENINO,45-59,7,2,MEDIO
AYACUCHO,HUAMANGA,FEMENINO,45-59,8,1,BAJO
AYACUCHO,HUAMANGA,FEMENINO,60-74,5,2,MEDIO
AYACUCHO,HUAMANGA,FEMENINO,60-74,6,1,BAJO
AYACUCHO,HUAMANGA,FEMENINO,60-74,7,6,ALTO
AYACUCHO,HUAMANGA,FEMENINO,75+,6,1,BAJO
AYACUCHO,HUAMANGA,FEMENINO,75+,7,9,ALTO
AYACUCHO,HUAMANGA,FEMENINO,75+,8,1,BAJO
AYACUCHO,HUAMANGA,MASCULINO,30-44,5,1,BAJO
AYACUCHO,HUAMANGA,MASCULINO,30-44,6,1,BAJO
AYACUCHO,HUAMANGA,MASCULINO,30-44,7,2,MEDIO
AYACUCHO,HUAMANGA,MASCULINO,45-59,6,10,ALTO
AYACUCHO,HUAMANGA,MASCULINO,45-59,7,11,ALTO
AYACUCHO,HUAMANGA,MASCULINO,45-59,8,2,MEDIO
AYACUCHO,HUAMANGA,MASCULINO,60-74,5,4,ALTO
AYACUCHO,HUAMANGA,MASCULINO,60-74,6,13,ALTO
AYACUCHO,HUAMANGA,MASCULINO,60-74,7,16,ALTO
AYACUCHO,HUAMANGA,MASCULINO,60-74,8,3,MEDIO
AYACUCHO,HUAMANGA,MASCULINO,75+,5,1,BAJO
AYACUCHO,HUAMANGA,MASCULINO,75+,6,7,ALTO
AYACUCHO,HUAMANGA,MASCULINO,75+,7,8,ALTO
AYACUCHO,HUAMANGA,MASCULINO,75+,8,2,MEDIO
AYACUCHO,HUANTA,FEMENINO,60-74,7,3,MEDIO
AYACUCHO,HUANTA,FEMENINO,75+,8,1,BAJO
AYACUCHO,HUANTA,MASCULINO,45-59,7,1,BAJO
AYACUCHO,HUANTA,MASCULINO,45-59,8,1,BAJO
AYACUCHO,HUANTA,MASCULINO,60-74,7,3,MEDIO
AYACUCHO,HUANTA,MASCULINO,60-74,8,1,BAJO
AYACUCHO,HUANTA,MASCULINO,75+,5,3,MEDIO
AYACUCHO,HUANTA,MASCULINO,75+,7,1,BAJO
AYACUCHO,LA MAR,FEMENINO,60-74,5,1,BAJO
AYACUCHO,LA MAR,FEMENINO,60-74,6,1,BAJO
AYACUCHO,LA MAR,FEMENINO,75+,7,2,MEDIO
AYACUCHO,LA MAR,MASCULINO,30-44,7,1,BAJO
AYACUCHO,LA MAR,MASCULINO,45-59,6,2,MEDIO
AYACUCHO,LA MAR,MASCULINO,60-74,6,2,MEDIO
AYACUCHO,LA MAR,MASCULINO,60-74,7,1,BAJO
AYACUCHO,LA MAR,MASCULINO,75+,7,1,BAJO
AYACUCHO,LUCANAS,FEMENINO,30-44,6,1,BAJO
AYACUCHO,LUCANAS,FEMENINO,60-74,7,1,BAJO
AYACUCHO,LUCANAS,FEMENINO,75+,5,1,BAJO
AYACUCHO,LUCANAS,FEMENINO,75+,6,2,MEDIO
AYACUCHO,LUCANAS,MASCULINO,30-44,7,1,BAJO
AYACUCHO,LUCANAS,MASCULINO,60-74,7,4,ALTO
AYACUCHO,LUCANAS,MASCULINO,60-74,8,1,BAJO
AYACUCHO,LUCANAS,MASCULINO,75+,5,1,BAJO
AYACUCHO,LUCANAS,MASCULINO,75+,6,2,MEDIO
AYACUCHO,LUCANAS,MASCULINO,75+,7,1,BAJO
AYACUCHO,NO REGISTRADO,FEMENINO,60-74,5,1,BAJO
AYACUCHO,NO REGISTRADO,MASCULINO,30-44,5,2,MEDIO
AYACUCHO,PARINACOCHAS,FEMENINO,75+,7,1,BAJO
AYACUCHO,PARINACOCHAS,MASCULINO,45-59,7,1,BAJO
AYACUCHO,PARINACOCHAS,MASCULINO,60-74,5,1,BAJO
AYACUCHO,PARINACOCHAS,MASCULINO,60-74,6,2,MEDIO
AYACUCHO,PARINACOCHAS,MASCULINO,60-74,7,1,BAJO
AYACUCHO,PAUCAR DEL SARA SARA,FEMENINO,75+,5,1,BAJO
AYACUCHO,PAUCAR DEL SARA SARA,MASCULINO,75+,7,2,MEDIO
AYACUCHO,SUCRE,FEMENINO,60-74,7,1,BAJO
AYACUCHO,SUCRE,FEMENINO,75+,7,1,BAJO
AYACUCHO,SUCRE,MASCULINO,60-74,5,1,BAJO
AYACUCHO,VICTOR FAJARDO,FEMENINO,75+,5,1,BAJO
AYACUCHO,VICTOR FAJARDO,FEMENINO,75+,7,1,BAJO
AYACUCHO,VICTOR FAJARDO,MASCULINO,75+,6,1,BAJO
AYACUCHO,VICTOR FAJARDO,MASCULINO,75+,8,2,MEDIO
AYACUCHO,VILCAS HUAMAN,FEMENINO,75+,6,2,MEDIO
AYACUCHO,VILCAS HUAMAN,MASCULINO,60-74,7,1,BAJO
AYACUCHO,VILCAS HUAMAN,MASCULINO,75+,7,1,BAJO
CAJAMARCA,CAJABAMBA,FEMENINO,30-44,8,1,BAJO
CAJAMARCA,CAJABAMBA,MASCULINO,30-44,6,1,BAJO
CAJAMARCA,CAJABAMBA,MASCULINO,60-74,4,1,BAJO
CAJAMARCA,CAJABAMBA,MASCULINO,60-74,6,3,MEDIO
CAJAMARCA,CAJABAMBA,MASCULINO,60-74,7,2,MEDIO
CAJAMARCA,CAJABAMBA,MASCULINO,75+,6,1,BAJO
CAJAMARCA,CAJABAMBA,MASCULINO,75+,7,1,BAJO
CAJAMARCA,CAJABAMBA,MASCULINO,75+,8,1,BAJO
CAJAMARCA,CAJAMARCA,FEMENINO,30-44,6,2,MEDIO
CAJAMARCA,CAJAMARCA,FEMENINO,30-44,7,1,BAJO
CAJAMARCA,CAJAMARCA,FEMENINO,30-44,8,1,BAJO
CAJAMARCA,CAJAMARCA,FEMENINO,45-59,6,1,BAJO
CAJAMARCA,CAJAMARCA,FEMENINO,45-59,7,1,BAJO
CAJAMARCA,CAJAMARCA,FEMENINO,45-59,8,2,MEDIO
CAJAMARCA,CAJAMARCA,FEMENINO,60-74,6,1,BAJO
CAJAMARCA,CAJAMARCA,FEMENINO,60-74,7,6,ALTO
CAJAMARCA,CAJAMARCA,FEMENINO,60-74,8,2,MEDIO
CAJAMARCA,CAJAMARCA,FEMENINO,75+,6,6,ALTO
CAJAMARCA,CAJAMARCA,FEMENINO,75+,7,11,ALTO
CAJAMARCA,CAJAMARCA,FEMENINO,75+,8,3,MEDIO
CAJAMARCA,CAJAMARCA,MASCULINO,30-44,5,2,MEDIO
CAJAMARCA,CAJAMARCA,MASCULINO,30-44,6,3,MEDIO
CAJAMARCA,CAJAMARCA,MASCULINO,30-44,7,5,ALTO
CAJAMARCA,CAJAMARCA,MASCULINO,30-44,8,3,MEDIO
CAJAMARCA,CAJAMARCA,MASCULINO,45-59,5,1,BAJO
CAJAMARCA,CAJAMARCA,MASCULINO,45-59,6,5,ALTO
CAJAMARCA,CAJAMARCA,MASCULINO,45-59,7,11,ALTO
CAJAMARCA,CAJAMARCA,MASCULINO,45-59,8,6,ALTO
CAJAMARCA,CAJAMARCA,MASCULINO,60-74,5,1,BAJO
CAJAMARCA,CAJAMARCA,MASCULINO,60-74,6,7,ALTO
CAJAMARCA,CAJAMARCA,MASCULINO,60-74,7,20,ALTO
CAJAMARCA,CAJAMARCA,MASCULINO,60-74,8,6,ALTO
CAJAMARCA,CAJAMARCA,MASCULINO,75+,5,1,BAJO
CAJAMARCA,CAJAMARCA,MASCULINO,75+,6,8,ALTO
CAJAMARCA,CAJAMARCA,MASCULINO,75+,7,7,ALTO
CAJAMARCA,CAJAMARCA,MASCULINO,75+,8,8,ALTO
CAJAMARCA,CELENDIN,FEMENINO,45-59,7,1,BAJO
CAJAMARCA,CELENDIN,FEMENINO,75+,5,1,BAJO
CAJAMARCA,CELENDIN,MASCULINO,60-74,6,1,BAJO
CAJAMARCA,CELENDIN,MASCULINO,60-74,7,2,MEDIO
CAJAMARCA,CELENDIN,MASCULINO,75+,6,2,MEDIO
CAJAMARCA,CHOTA,FEMENINO,60-74,5,1,BAJO
CAJAMARCA,CHOTA,FEMENINO,60-74,8,1,BAJO
CAJAMARCA,CHOTA,FEMENINO,75+,4,1,BAJO
CAJAMARCA,CHOTA,FEMENINO,75+,6,6,ALTO
CAJAMARCA,CHOTA,MASCULINO,30-44,6,1,BAJO
CAJAMARCA,CHOTA,MASCULINO,45-59,5,1,BAJO
CAJAMARCA,CHOTA,MASCULINO,75+,6,1,BAJO
CAJAMARCA,CONTUMAZA,FEMENINO,60-74,7,1,BAJO
CAJAMARCA,CONTUMAZA,FEMENINO,75+,6,1,BAJO
CAJAMARCA,CONTUMAZA,FEMENINO,75+,7,2,MEDIO
CAJAMARCA,CONTUMAZA,MASCULINO,45-59,6,1,BAJO
CAJAMARCA,CONTUMAZA,MASCULINO,60-74,5,1,BAJO
CAJAMARCA,CONTUMAZA,MASCULINO,60-74,6,1,BAJO
CAJAMARCA,CONTUMAZA,MASCULINO,60-74,8,1,BAJO
CAJAMARCA,CONTUMAZA,MASCULINO,75+,7,1,BAJO
CAJAMARCA,CUTERVO,FEMENINO,45-59,7,1,BAJO
CAJAMARCA,CUTERVO,FEMENINO,60-74,8,1,BAJO
CAJAMARCA,CUTERVO,FEMENINO,75+,6,2,MEDIO
CAJAMARCA,CUTERVO,FEMENINO,75+,7,1,BAJO
CAJAMARCA,CUTERVO,MASCULINO,18-29,7,1,BAJO
CAJAMARCA,CUTERVO,MASCULINO,18-29,8,1,BAJO
CAJAMARCA,CUTERVO,MASCULINO,45-59,6,1,BAJO
CAJAMARCA,CUTERVO,MASCULINO,45-59,8,1,BAJO
CAJAMARCA,CUTERVO,MASCULINO,60-74,5,2,MEDIO
CAJAMARCA,CUTERVO,MASCULINO,60-74,7,2,MEDIO
CAJAMARCA,CUTERVO,MASCULINO,60-74,8,3,MEDIO
CAJAMARCA,CUTERVO,MASCULINO,75+,4,1,BAJO
CAJAMARCA,CUTERVO,MASCULINO,75+,6,2,MEDIO
CAJAMARCA,CUTERVO,MASCULINO,75+,8,1,BAJO
CAJAMARCA,HUALGAYOC,FEMENINO,30-44,5,1,BAJO
CAJAMARCA,HUALGAYOC,FEMENINO,60-74,8,1,BAJO
CAJAMARCA,HUALGAYOC,MASCULINO,45-59,6,1,BAJO
CAJAMARCA,HUALGAYOC,MASCULINO,45-59,7,1,BAJO
CAJAMARCA,HUALGAYOC,MASCULINO,45-59,8,1,BAJO
CAJAMARCA,HUALGAYOC,MASCULINO,75+,4,1,BAJO
CAJAMARCA,HUALGAYOC,MASCULINO,75+,5,1,BAJO
CAJAMARCA,JAEN,FEMENINO,30-44,7,2,MEDIO
CAJAMARCA,JAEN,FEMENINO,45-59,6,1,BAJO
CAJAMARCA,JAEN,FEMENINO,45-59,7,3,MEDIO
CAJAMARCA,JAEN,FEMENINO,45-59,8,1,BAJO
CAJAMARCA,JAEN,FEMENINO,60-74,6,5,ALTO
CAJAMARCA,JAEN,FEMENINO,60-74,7,4,ALTO
CAJAMARCA,JAEN,FEMENINO,60-74,8,3,MEDIO
CAJAMARCA,JAEN,FEMENINO,75+,6,6,ALTO
CAJAMARCA,JAEN,FEMENINO,75+,7,3,MEDIO
CAJAMARCA,JAEN,FEMENINO,75+,8,1,BAJO
CAJAMARCA,JAEN,MASCULINO,0-17,5,1,BAJO
CAJAMARCA,JAEN,MASCULINO,0-17,7,1,BAJO
CAJAMARCA,JAEN,MASCULINO,18-29,6,1,BAJO
CAJAMARCA,JAEN,MASCULINO,30-44,4,1,BAJO
CAJAMARCA,JAEN,MASCULINO,30-44,6,4,ALTO
CAJAMARCA,JAEN,MASCULINO,30-44,7,1,BAJO
CAJAMARCA,JAEN,MASCULINO,30-44,8,1,BAJO
CAJAMARCA,JAEN,MASCULINO,45-59,6,3,MEDIO
CAJAMARCA,JAEN,MASCULINO,45-59,7,11,ALTO
CAJAMARCA,JAEN,MASCULINO,45-59,8,2,MEDIO
CAJAMARCA,JAEN,MASCULINO,60-74,4,1,BAJO
CAJAMARCA,JAEN,MASCULINO,60-74,5,4,ALTO
CAJAMARCA,JAEN,MASCULINO,60-74,6,14,ALTO
CAJAMARCA,JAEN,MASCULINO,60-74,7,15,ALTO
CAJAMARCA,JAEN,MASCULINO,60-74,8,4,ALTO
CAJAMARCA,JAEN,MASCULINO,75+,4,1,BAJO
CAJAMARCA,JAEN,MASCULINO,75+,5,1,BAJO
CAJAMARCA,JAEN,MASCULINO,75+,6,9,ALTO
CAJAMARCA,JAEN,MASCULINO,75+,7,8,ALTO
CAJAMARCA,JAEN,MASCULINO,75+,8,6,ALTO
CAJAMARCA,SAN IGNACIO,FEMENINO,60-74,7,1,BAJO
CAJAMARCA,SAN IGNACIO,MASCULINO,30-44,8,1,BAJO
CAJAMARCA,SAN IGNACIO,MASCULINO,45-59,6,2,MEDIO
CAJAMARCA,SAN IGNACIO,MASCULINO,60-74,6,2,MEDIO
CAJAMARCA,SAN IGNACIO,MASCULINO,60-74,7,2,MEDIO
CAJAMARCA,SAN IGNACIO,MASCULINO,60-74,8,2,MEDIO
CAJAMARCA,SAN MARCOS,FEMENINO,0-17,5,1,BAJO
CAJAMARCA,SAN MARCOS,MASCULINO,60-74,8,1,BAJO
CAJAMARCA,SAN MARCOS,MASCULINO,75+,6,1,BAJO
CAJAMARCA,SAN MARCOS,MASCULINO,75+,8,1,BAJO
CAJAMARCA,SAN MIGUEL,FEMENINO,60-74,6,1,BAJO
CAJAMARCA,SAN MIGUEL,FEMENINO,60-74,7,1,BAJO
CAJAMARCA,SAN MIGUEL,FEMENINO,75+,6,1,BAJO
CAJAMARCA,SAN MIGUEL,FEMENINO,75+,7,1,BAJO
CAJAMARCA,SAN MIGUEL,FEMENINO,75+,8,1,BAJO
CAJAMARCA,SAN MIGUEL,MASCULINO,30-44,6,1,BAJO
CAJAMARCA,SAN MIGUEL,MASCULINO,30-44,7,1,BAJO
CAJAMARCA,SAN MIGUEL,MASCULINO,45-59,6,1,BAJO
CAJAMARCA,SAN MIGUEL,MASCULINO,45-59,7,1,BAJO
CAJAMARCA,SAN MIGUEL,MASCULINO,60-74,6,1,BAJO
CAJAMARCA,SAN MIGUEL,MASCULINO,60-74,7,4,ALTO
CAJAMARCA,SAN MIGUEL,MASCULINO,75+,8,1,BAJO
CAJAMARCA,SAN PABLO,MASCULINO,45-59,7,1,BAJO
CAJAMARCA,SAN PABLO,MASCULINO,60-74,7,1,BAJO
CAJAMARCA,SANTA CRUZ,FEMENINO,75+,7,1,BAJO
CAJAMARCA,SANTA CRUZ,MASCULINO,30-44,4,1,BAJO
CAJAMARCA,SANTA CRUZ,MASCULINO,45-59,6,1,BAJO
CAJAMARCA,SANTA CRUZ,MASCULINO,60-74,5,1,BAJO
CAJAMARCA,SANTA CRUZ,MASCULINO,60-74,7,1,BAJO
CAJAMARCA,SANTA CRUZ,MASCULINO,60-74,8,2,MEDIO
CAJAMARCA,SANTA CRUZ,MASCULINO,75+,4,1,BAJO
CAJAMARCA,SANTA CRUZ,MASCULINO,75+,6,1,BAJO
CAJAMARCA,SANTA CRUZ,MASCULINO,75+,7,1,BAJO
CALLAO,CALLAO,FEMENINO,18-29,5,1,BAJO
CALLAO,CALLAO,FEMENINO,18-29,6,3,MEDIO
CALLAO,CALLAO,FEMENINO,30-44,4,1,BAJO
CALLAO,CALLAO,FEMENINO,30-44,5,9,ALTO
CALLAO,CALLAO,FEMENINO,30-44,6,10,ALTO
CALLAO,CALLAO,FEMENINO,30-44,7,3,MEDIO
CALLAO,CALLAO,FEMENINO,30-44,8,1,BAJO
CALLAO,CALLAO,FEMENINO,45-59,3,1,BAJO
CALLAO,CALLAO,FEMENINO,45-59,4,6,ALTO
CALLAO,CALLAO,FEMENINO,45-59,5,28,ALTO
CALLAO,CALLAO,FEMENINO,45-59,6,17,ALTO
CALLAO,CALLAO,FEMENINO,45-59,7,10,ALTO
CALLAO,CALLAO,FEMENINO,45-59,8,8,ALTO
CALLAO,CALLAO,FEMENINO,60-74,3,1,BAJO
CALLAO,CALLAO,FEMENINO,60-74,4,21,ALTO
CALLAO,CALLAO,FEMENINO,60-74,5,81,ALTO
CALLAO,CALLAO,FEMENINO,60-74,6,54,ALTO
CALLAO,CALLAO,FEMENINO,60-74,7,28,ALTO
CALLAO,CALLAO,FEMENINO,60-74,8,16,ALTO
CALLAO,CALLAO,FEMENINO,75+,4,6,ALTO
CALLAO,CALLAO,FEMENINO,75+,5,46,ALTO
CALLAO,CALLAO,FEMENINO,75+,6,24,ALTO
CALLAO,CALLAO,FEMENINO,75+,7,26,ALTO
CALLAO,CALLAO,FEMENINO,75+,8,13,ALTO
CALLAO,CALLAO,MASCULINO,0-17,7,1,BAJO
CALLAO,CALLAO,MASCULINO,18-29,5,3,MEDIO
CALLAO,CALLAO,MASCULINO,18-29,6,3,MEDIO
CALLAO,CALLAO,MASCULINO,18-29,7,1,BAJO
CALLAO,CALLAO,MASCULINO,30-44,4,7,ALTO
CALLAO,CALLAO,MASCULINO,30-44,5,23,ALTO
CALLAO,CALLAO,MASCULINO,30-44,6,8,ALTO
CALLAO,CALLAO,MASCULINO,30-44,7,12,ALTO
CALLAO,CALLAO,MASCULINO,30-44,8,5,ALTO
CALLAO,CALLAO,MASCULINO,45-59,4,42,ALTO
CALLAO,CALLAO,MASCULINO,45-59,5,81,ALTO
CALLAO,CALLAO,MASCULINO,45-59,6,68,ALTO
CALLAO,CALLAO,MASCULINO,45-59,7,28,ALTO
CALLAO,CALLAO,MASCULINO,45-59,8,15,ALTO
CALLAO,CALLAO,MASCULINO,60-74,3,1,BAJO
CALLAO,CALLAO,MASCULINO,60-74,4,46,ALTO
CALLAO,CALLAO,MASCULINO,60-74,5,155,ALTO
CALLAO,CALLAO,MASCULINO,60-74,6,109,ALTO
CALLAO,CALLAO,MASCULINO,60-74,7,40,ALTO
CALLAO,CALLAO,MASCULINO,60-74,8,27,ALTO
CALLAO,CALLAO,MASCULINO,75+,4,26,ALTO
CALLAO,CALLAO,MASCULINO,75+,5,102,ALTO
CALLAO,CALLAO,MASCULINO,75+,6,64,ALTO
CALLAO,CALLAO,MASCULINO,75+,7,26,ALTO
CALLAO,CALLAO,MASCULINO,75+,8,18,ALTO
CALLAO,LIMA,FEMENINO,45-59,3,1,BAJO
CALLAO,LIMA,FEMENINO,75+,4,1,BAJO
CALLAO,LIMA,MASCULINO,18-29,3,1,BAJO
CALLAO,LIMA,MASCULINO,45-59,4,2,MEDIO
CALLAO,LIMA,MASCULINO,60-74,4,1,BAJO
CALLAO,LIMA,MASCULINO,75+,4,1,BAJO
CALLAO,MORROPON,MASCULINO,45-59,4,1,BAJO
CALLAO,NO REGISTRADO,FEMENINO,30-44,4,1,BAJO
CALLAO,NO REGISTRADO,FEMENINO,30-44,5,2,MEDIO
CALLAO,NO REGISTRADO,FEMENINO,45-59,4,3,MEDIO
CALLAO,NO REGISTRADO,FEMENINO,45-59,5,7,ALTO
CALLAO,NO REGISTRADO,FEMENINO,60-74,4,5,ALTO
CALLAO,NO REGISTRADO,FEMENINO,60-74,5,13,ALTO
CALLAO,NO REGISTRADO,FEMENINO,75+,4,3,MEDIO
CALLAO,NO REGISTRADO,FEMENINO,75+,5,13,ALTO
CALLAO,NO REGISTRADO,MASCULINO,18-29,4,1,BAJO
CALLAO,NO REGISTRADO,MASCULINO,30-44,4,1,BAJO
CALLAO,NO REGISTRADO,MASCULINO,30-44,5,3,MEDIO
CALLAO,NO REGISTRADO,MASCULINO,45-59,4,6,ALTO
CALLAO,NO REGISTRADO,MASCULINO,45-59,5,21,ALTO
CALLAO,NO REGISTRADO,MASCULINO,60-74,4,8,ALTO
CALLAO,NO REGISTRADO,MASCULINO,60-74,5,44,ALTO
CALLAO,NO REGISTRADO,MASCULINO,75+,4,5,ALTO
CALLAO,NO REGISTRADO,MASCULINO,75+,5,17,ALTO
CUSCO,ACOMAYO,FEMENINO,75+,8,1,BAJO
CUSCO,ANTA,FEMENINO,45-59,7,1,BAJO
CUSCO,ANTA,MASCULINO,30-44,7,1,BAJO
CUSCO,ANTA,MASCULINO,60-74,7,2,MEDIO
CUSCO,ANTA,MASCULINO,60-74,8,1,BAJO
CUSCO,ANTA,MASCULINO,75+,8,1,BAJO
CUSCO,CALCA,FEMENINO,60-74,6,1,BAJO
CUSCO,CALCA,FEMENINO,75+,7,2,MEDIO
CUSCO,CALCA,MASCULINO,60-74,8,2,MEDIO
CUSCO,CALCA,MASCULINO,75+,8,1,BAJO
CUSCO,CANAS,FEMENINO,60-74,8,1,BAJO
CUSCO,CANAS,MASCULINO,75+,8,1,BAJO
CUSCO,CANCHIS,FEMENINO,45-59,7,1,BAJO
CUSCO,CANCHIS,MASCULINO,45-59,6,1,BAJO
CUSCO,CANCHIS,MASCULINO,45-59,8,2,MEDIO
CUSCO,CANCHIS,MASCULINO,75+,6,1,BAJO
CUSCO,CANCHIS,MASCULINO,75+,8,2,MEDIO
CUSCO,CHUMBIVILCAS,FEMENINO,60-74,7,1,BAJO
CUSCO,CUSCO,FEMENINO,18-29,6,1,BAJO
CUSCO,CUSCO,FEMENINO,30-44,8,3,MEDIO
CUSCO,CUSCO,FEMENINO,45-59,5,1,BAJO
CUSCO,CUSCO,FEMENINO,45-59,6,3,MEDIO
CUSCO,CUSCO,FEMENINO,45-59,7,3,MEDIO
CUSCO,CUSCO,FEMENINO,45-59,8,2,MEDIO
CUSCO,CUSCO,FEMENINO,60-74,5,1,BAJO
CUSCO,CUSCO,FEMENINO,60-74,6,1,BAJO
CUSCO,CUSCO,FEMENINO,60-74,7,4,ALTO
CUSCO,CUSCO,FEMENINO,60-74,8,7,ALTO
CUSCO,CUSCO,FEMENINO,75+,5,1,BAJO
CUSCO,CUSCO,FEMENINO,75+,6,3,MEDIO
CUSCO,CUSCO,FEMENINO,75+,7,7,ALTO
CUSCO,CUSCO,FEMENINO,75+,8,4,ALTO
CUSCO,CUSCO,MASCULINO,30-44,5,1,BAJO
CUSCO,CUSCO,MASCULINO,30-44,7,1,BAJO
CUSCO,CUSCO,MASCULINO,30-44,8,1,BAJO
CUSCO,CUSCO,MASCULINO,45-59,4,1,BAJO
CUSCO,CUSCO,MASCULINO,45-59,5,1,BAJO
CUSCO,CUSCO,MASCULINO,45-59,6,2,MEDIO
CUSCO,CUSCO,MASCULINO,45-59,7,10,ALTO
CUSCO,CUSCO,MASCULINO,45-59,8,24,ALTO
CUSCO,CUSCO,MASCULINO,60-74,3,2,MEDIO
CUSCO,CUSCO,MASCULINO,60-74,4,1,BAJO
CUSCO,CUSCO,MASCULINO,60-74,6,1,BAJO
CUSCO,CUSCO,MASCULINO,60-74,7,15,ALTO
CUSCO,CUSCO,MASCULINO,60-74,8,23,ALTO
CUSCO,CUSCO,MASCULINO,75+,3,1,BAJO
CUSCO,CUSCO,MASCULINO,75+,6,4,ALTO
CUSCO,CUSCO,MASCULINO,75+,7,3,MEDIO
CUSCO,CUSCO,MASCULINO,75+,8,12,ALTO
CUSCO,ESPINAR,FEMENINO,75+,5,1,BAJO
CUSCO,ESPINAR,MASCULINO,0-17,7,1,BAJO
CUSCO,ESPINAR,MASCULINO,18-29,7,1,BAJO
CUSCO,ESPINAR,MASCULINO,60-74,6,2,MEDIO
CUSCO,ESPINAR,MASCULINO,60-74,7,1,BAJO
CUSCO,LA CONVENCION,FEMENINO,45-59,7,1,BAJO
CUSCO,LA CONVENCION,FEMENINO,60-74,6,1,BAJO
CUSCO,LA CONVENCION,FEMENINO,60-74,7,2,MEDIO
CUSCO,LA CONVENCION,FEMENINO,75+,8,1,BAJO
CUSCO,LA CONVENCION,MASCULINO,30-44,4,1,BAJO
CUSCO,LA CONVENCION,MASCULINO,30-44,6,2,MEDIO
CUSCO,LA CONVENCION,MASCULINO,45-59,6,1,BAJO
CUSCO,LA CONVENCION,MASCULINO,45-59,7,5,ALTO
CUSCO,LA CONVENCION,MASCULINO,45-59,8,1,BAJO
CUSCO,LA CONVENCION,MASCULINO,60-74,6,3,MEDIO
CUSCO,LA CONVENCION,MASCULINO,60-74,7,6,ALTO
CUSCO,LA CONVENCION,MASCULINO,60-74,8,4,ALTO
CUSCO,LA CONVENCION,MASCULINO,75+,6,1,BAJO
CUSCO,LA CONVENCION,MASCULINO,75+,8,2,MEDIO
CUSCO,PARURO,MASCULINO,75+,4,1,BAJO
CUSCO,PAUCARTAMBO,FEMENINO,60-74,7,1,BAJO
CUSCO,QUISPICANCHI,FEMENINO,45-59,8,1,BAJO
CUSCO,QUISPICANCHI,FEMENINO,60-74,8,1,BAJO
CUSCO,QUISPICANCHI,MASCULINO,18-29,6,1,BAJO
CUSCO,QUISPICANCHI,MASCULINO,45-59,7,1,BAJO
CUSCO,QUISPICANCHI,MASCULINO,60-74,6,1,BAJO
CUSCO,QUISPICANCHI,MASCULINO,60-74,7,1,BAJO
CUSCO,QUISPICANCHI,MASCULINO,60-74,8,2,MEDIO
CUSCO,URUBAMBA,FEMENINO,60-74,8,1,BAJO
CUSCO,URUBAMBA,MASCULINO,60-74,6,1,BAJO
CUSCO,URUBAMBA,MASCULINO,75+,8,2,MEDIO
HUANCAVELICA,ACOBAMBA,FEMENINO,45-59,7,1,BAJO
HUANCAVELICA,ACOBAMBA,MASCULINO,45-59,8,1,BAJO
HUANCAVELICA,ACOBAMBA,MASCULINO,60-74,4,1,BAJO
HUANCAVELICA,ANGARAES,FEMENINO,60-74,7,1,BAJO
HUANCAVELICA,ANGARAES,MASCULINO,30-44,7,1,BAJO
HUANCAVELICA,ANGARAES,MASCULINO,60-74,7,1,BAJO
HUANCAVELICA,CASTROVIRREYNA,FEMENINO,60-74,6,1,BAJO
HUANCAVELICA,CASTROVIRREYNA,MASCULINO,45-59,7,1,BAJO
HUANCAVELICA,CASTROVIRREYNA,MASCULINO,60-74,7,2,MEDIO
HUANCAVELICA,CASTROVIRREYNA,MASCULINO,75+,7,1,BAJO
HUANCAVELICA,CHURCAMPA,FEMENINO,30-44,6,1,BAJO
HUANCAVELICA,CHURCAMPA,FEMENINO,60-74,7,1,BAJO
HUANCAVELICA,CHURCAMPA,FEMENINO,75+,7,1,BAJO
HUANCAVELICA,CHURCAMPA,MASCULINO,60-74,6,1,BAJO
HUANCAVELICA,HUANCAVELICA,FEMENINO,18-29,8,1,BAJO
HUANCAVELICA,HUANCAVELICA,FEMENINO,60-74,7,1,BAJO
HUANCAVELICA,HUANCAVELICA,FEMENINO,60-74,8,3,MEDIO
HUANCAVELICA,HUANCAVELICA,FEMENINO,75+,7,2,MEDIO
HUANCAVELICA,HUANCAVELICA,MASCULINO,30-44,7,1,BAJO
HUANCAVELICA,HUANCAVELICA,MASCULINO,30-44,8,1,BAJO
HUANCAVELICA,HUANCAVELICA,MASCULINO,45-59,6,2,MEDIO
HUANCAVELICA,HUANCAVELICA,MASCULINO,45-59,7,2,MEDIO
HUANCAVELICA,HUANCAVELICA,MASCULINO,45-59,8,4,ALTO
HUANCAVELICA,HUANCAVELICA,MASCULINO,60-74,6,1,BAJO
HUANCAVELICA,HUANCAVELICA,MASCULINO,60-74,7,1,BAJO
HUANCAVELICA,HUANCAVELICA,MASCULINO,60-74,8,2,MEDIO
HUANCAVELICA,HUANCAVELICA,MASCULINO,75+,8,4,ALTO
HUANCAVELICA,HUAROCHIRI,MASCULINO,45-59,4,1,BAJO
HUANCAVELICA,HUAYTARA,FEMENINO,60-74,7,1,BAJO
HUANCAVELICA,HUAYTARA,MASCULINO,60-74,6,1,BAJO
HUANCAVELICA,HUAYTARA,MASCULINO,60-74,7,1,BAJO
HUANCAVELICA,HUAYTARA,MASCULINO,75+,7,2,MEDIO
HUANCAVELICA,HUAYTARA,MASCULINO,75+,8,1,BAJO
